operator_gstin,operator_name,tax_period,supplier_gstin,supplier_name,pos,gross_value_of_supplies,value_of_supplies_returned,net_value_of_supplies,tcs_rate_percent,tcs_igst,tcs_cgst,tcs_sgst,total_tcs,gstr8_filing_date,mock_flag
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,122024,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,27,545876.0,43046.21,502829.79,0.5,2514.15,0.0,0.0,2514.15,10-01-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,122024,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,07,364121.0,13208.2,350912.8,0.5,1754.56,0.0,0.0,1754.56,10-01-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,122024,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,33,1334789.0,160049.89,1174739.11,0.5,5873.7,0.0,0.0,5873.7,10-01-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,122024,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,36,993968.0,75586.78,918381.22,0.5,4591.91,0.0,0.0,4591.91,10-01-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,122024,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,19,330040.0,15198.7,314841.3,0.5,1574.21,0.0,0.0,1574.21,10-01-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,29,1190074.0,57551.38,1132522.62,0.5,0.0,2831.31,2831.31,5662.61,10-02-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,27,1370774.0,136048.93,1234725.07,0.5,6173.63,0.0,0.0,6173.63,10-02-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,07,856269.0,50707.49,805561.51,0.5,4027.81,0.0,0.0,4027.81,10-02-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,33,661602.0,31154.88,630447.12,0.5,3152.24,0.0,0.0,3152.24,10-02-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,36,1390920.0,96328.88,1294591.12,0.5,6472.96,0.0,0.0,6472.96,10-02-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,19,1366154.0,88524.98,1277629.02,0.5,6388.15,0.0,0.0,6388.15,10-02-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,29,1347528.0,135464.65,1212063.35,0.5,0.0,3030.16,3030.16,6060.32,10-02-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,27,1022870.0,94792.78,928077.22,0.5,4640.39,0.0,0.0,4640.39,10-02-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,07,623961.0,62860.35,561100.65,0.5,2805.5,0.0,0.0,2805.5,10-02-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,33,823226.0,72370.04,750855.96,0.5,3754.28,0.0,0.0,3754.28,10-02-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,36,873558.0,52904.39,820653.61,0.5,4103.27,0.0,0.0,4103.27,10-02-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,012025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,19,1080349.0,51012.97,1029336.03,0.5,5146.68,0.0,0.0,5146.68,10-02-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,29,1229993.0,76011.95,1153981.05,0.5,0.0,2884.96,2884.96,5769.91,10-03-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,27,627088.0,33160.08,593927.92,0.5,2969.64,0.0,0.0,2969.64,10-03-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,07,653387.0,74795.71,578591.29,0.5,2892.96,0.0,0.0,2892.96,10-03-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,33,902958.0,81550.87,821407.13,0.5,4107.04,0.0,0.0,4107.04,10-03-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,36,735539.0,56939.26,678599.74,0.5,3393.0,0.0,0.0,3393.0,10-03-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,19,1117338.0,62927.45,1054410.55,0.5,5272.05,0.0,0.0,5272.05,10-03-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,29,1213080.0,62520.39,1150559.61,0.5,0.0,2876.4,2876.4,5752.8,10-03-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,27,377181.0,27604.61,349576.39,0.5,1747.88,0.0,0.0,1747.88,10-03-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,07,322541.0,17777.02,304763.98,0.5,1523.82,0.0,0.0,1523.82,10-03-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,33,542930.0,63434.39,479495.61,0.5,2397.48,0.0,0.0,2397.48,10-03-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,36,800487.0,65963.9,734523.1,0.5,3672.62,0.0,0.0,3672.62,10-03-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,022025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,19,1085958.0,83524.41,1002433.59,0.5,5012.17,0.0,0.0,5012.17,10-03-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,29,1065776.0,98278.44,967497.56,0.5,0.0,2418.75,2418.75,4837.49,10-04-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,27,394341.0,36213.93,358127.07,0.5,1790.64,0.0,0.0,1790.64,10-04-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,07,1316299.0,81631.5,1234667.5,0.5,6173.34,0.0,0.0,6173.34,10-04-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,33,1207902.0,135729.51,1072172.49,0.5,5360.86,0.0,0.0,5360.86,10-04-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,36,535579.0,34670.8,500908.2,0.5,2504.54,0.0,0.0,2504.54,10-04-2025,
29AAICA1234E1Z0,AMAZON SELLER SERVICES PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,19,1342249.0,92163.44,1250085.56,0.5,6250.43,0.0,0.0,6250.43,10-04-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,29,727618.0,23412.53,704205.47,0.5,0.0,1760.52,1760.52,3521.03,10-04-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,27,819889.0,94461.44,725427.56,0.5,3627.14,0.0,0.0,3627.14,10-04-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,07,1099920.0,83602.72,1016317.28,0.5,5081.59,0.0,0.0,5081.59,10-04-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,33,1106552.0,100981.42,1005570.58,0.5,5027.85,0.0,0.0,5027.85,10-04-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,36,222848.0,18245.56,204602.44,0.5,1023.01,0.0,0.0,1023.01,10-04-2025,
29AABCF5678M1ZX,FLIPKART INTERNET PRIVATE LIMITED,032025,29AABCV1234K1Z9,VARDHMAN PRECISION INDUSTRIES PRIVATE LIMITED,19,994294.0,59413.28,934880.72,0.5,4674.4,0.0,0.0,4674.4,10-04-2025,
