gstin,tax_period,table,invoice_no,invoice_date,ctin,customer_name,pos,inv_typ,hsn,rate,taxable_value,igst,cgst,sgst,cess,invoice_value
29AABCV1234K1Z9,092024,B2B,VPI/KA/24-25/0115,11-09-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,40169390,12,38463.57,0.0,2307.82,2307.81,0.0,43079.2
29AABCV1234K1Z9,092024,B2B,VPI/KA/24-25/0116,25-09-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,40169390,12,7175.21,861.03,0.0,0.0,0.0,8036.24
29AABCV1234K1Z9,092024,EXPWOP,VPI/KA/24-25/0117,11-09-2024,,PACIFIC RIM INDUSTRIAL PTE LTD,96,EXPWOP,72085190,18,1696909.82,0.0,0.0,0.0,0.0,1696909.82
29AABCV1234K1Z9,092024,EXPWOP,VPI/KA/24-25/0118,06-09-2024,,PACIFIC RIM INDUSTRIAL PTE LTD,96,EXPWOP,40169390,12,2564071.53,0.0,0.0,0.0,0.0,2564071.53
29AABCV1234K1Z9,092024,B2CL,VPI/KA/24-25/0119,21-09-2024,,Unregistered customer,06,R,40169390,12,941052.54,112926.3,0.0,0.0,0.0,1053978.84
29AABCV1234K1Z9,092024,B2CL,VPI/KA/24-25/0120,26-09-2024,,Unregistered customer,08,R,73181500,18,753740.73,135673.33,0.0,0.0,0.0,889414.06
29AABCV1234K1Z9,092024,B2CS,,30-09-2024,,B2C aggregate,29,OE,84819090,18,1548812.34,0.0,139393.11,139393.11,0.0,1827598.56
29AABCV1234K1Z9,092024,B2CS,,30-09-2024,,B2C aggregate,29,OE,84819090,12,558688.56,0.0,33521.32,33521.31,0.0,625731.19
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0121,21-10-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84819090,18,185762.43,33437.24,0.0,0.0,0.0,219199.67
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0122,10-10-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,40169390,12,29310.86,0.0,1758.65,1758.65,0.0,32828.16
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0123,18-10-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,40169390,12,18580.11,2229.61,0.0,0.0,0.0,20809.72
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0124,20-10-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,40169390,12,12511.86,0.0,750.71,750.71,0.0,14013.28
29AABCV1234K1Z9,102024,SEZWOP,VPI/KA/24-25/0125,29-10-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,84139110,18,86449.57,0.0,0.0,0.0,0.0,86449.57
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0126,30-10-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,84819090,18,346468.03,0.0,31182.13,31182.12,0.0,408832.28
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0127,22-10-2024,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,40169390,12,36737.02,0.0,2204.22,2204.22,0.0,41145.46
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0128,16-10-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84819090,18,51493.65,9268.86,0.0,0.0,0.0,60762.51
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0129,09-10-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,62844.48,0.0,5656.01,5656.0,0.0,74156.49
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0130,24-10-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84819090,18,214732.9,0.0,19325.96,19325.96,0.0,253384.82
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0131,12-10-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,72085190,18,870330.27,156659.45,0.0,0.0,0.0,1026989.72
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0132,24-10-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,40169390,12,7678.23,0.0,460.7,460.69,0.0,8599.62
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0133,19-10-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,72085190,18,1304338.98,0.0,117390.51,117390.51,0.0,1539120.0
29AABCV1234K1Z9,102024,SEZWOP,VPI/KA/24-25/0134,14-10-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,72085190,18,1431131.92,0.0,0.0,0.0,0.0,1431131.92
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0135,10-10-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,72085190,18,1502206.63,270397.19,0.0,0.0,0.0,1772603.82
29AABCV1234K1Z9,102024,B2B,VPI/KA/24-25/0136,16-10-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,249681.46,44942.66,0.0,0.0,0.0,294624.12
29AABCV1234K1Z9,102024,EXPWOP,VPI/KA/24-25/0137,06-10-2024,,ATLAS VALVE CORP,96,EXPWOP,73181500,18,1580676.21,0.0,0.0,0.0,0.0,1580676.21
29AABCV1234K1Z9,102024,EXPWOP,VPI/KA/24-25/0138,09-10-2024,,ATLAS VALVE CORP,96,EXPWOP,84819090,18,1253209.64,0.0,0.0,0.0,0.0,1253209.64
29AABCV1234K1Z9,102024,B2CL,VPI/KA/24-25/0139,09-10-2024,,Unregistered customer,06,R,40169390,12,1334994.86,160199.38,0.0,0.0,0.0,1495194.24
29AABCV1234K1Z9,102024,B2CL,VPI/KA/24-25/0140,14-10-2024,,Unregistered customer,06,R,84139110,18,865448.8,155780.78,0.0,0.0,0.0,1021229.58
29AABCV1234K1Z9,102024,B2CS,,31-10-2024,,B2C aggregate,29,OE,84819090,18,596066.69,0.0,53646.0,53646.0,0.0,703358.69
29AABCV1234K1Z9,102024,B2CS,,31-10-2024,,B2C aggregate,29,OE,84819090,12,301627.74,0.0,18097.67,18097.66,0.0,337823.07
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0141,10-11-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,572974.85,103135.47,0.0,0.0,0.0,676110.32
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0142,08-11-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,72085190,18,2084797.98,375263.64,0.0,0.0,0.0,2460061.62
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0143,25-11-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,42153.63,7587.65,0.0,0.0,0.0,49741.28
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0144,16-11-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,73181500,18,126842.27,22831.61,0.0,0.0,0.0,149673.88
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0145,22-11-2024,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,40169390,12,11709.34,0.0,702.56,702.56,0.0,13114.46
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0146,14-11-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,40169390,12,31053.17,3726.38,0.0,0.0,0.0,34779.55
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0147,02-11-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,128267.47,23088.14,0.0,0.0,0.0,151355.61
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0148,22-11-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,998719,18,266293.83,0.0,23966.45,23966.44,0.0,314226.72
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0149,17-11-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,73181500,18,16466.68,2964.0,0.0,0.0,0.0,19430.68
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0150,19-11-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84819090,18,43535.33,7836.36,0.0,0.0,0.0,51371.69
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0151,13-11-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,84139110,18,99994.43,0.0,8999.5,8999.5,0.0,117993.43
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0152,25-11-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84819090,18,717347.68,0.0,64561.29,64561.29,0.0,846470.26
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0153,27-11-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,197519.85,0.0,17776.79,17776.78,0.0,233073.42
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0154,11-11-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,73181500,18,13539.34,2437.08,0.0,0.0,0.0,15976.42
29AABCV1234K1Z9,112024,B2B,VPI/KA/24-25/0155,25-11-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,998719,18,419137.53,75444.76,0.0,0.0,0.0,494582.29
29AABCV1234K1Z9,112024,SEZWOP,VPI/KA/24-25/0156,03-11-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,84819090,18,89710.28,0.0,0.0,0.0,0.0,89710.28
29AABCV1234K1Z9,112024,EXPWOP,VPI/KA/24-25/0157,04-11-2024,,ATLAS VALVE CORP,96,EXPWOP,73181500,18,2696303.25,0.0,0.0,0.0,0.0,2696303.25
29AABCV1234K1Z9,112024,EXPWOP,VPI/KA/24-25/0158,15-11-2024,,HELIOS FLUID SYSTEMS GMBH,96,EXPWOP,84819090,18,1425036.83,0.0,0.0,0.0,0.0,1425036.83
29AABCV1234K1Z9,112024,B2CL,VPI/KA/24-25/0159,09-11-2024,,Unregistered customer,32,R,84819090,18,2856865.08,514235.71,0.0,0.0,0.0,3371100.79
29AABCV1234K1Z9,112024,B2CL,VPI/KA/24-25/0160,08-11-2024,,Unregistered customer,36,R,40169390,12,2251137.53,270136.5,0.0,0.0,0.0,2521274.03
29AABCV1234K1Z9,112024,B2CS,,30-11-2024,,B2C aggregate,29,OE,84819090,18,447216.53,0.0,40249.49,40249.49,0.0,527715.51
29AABCV1234K1Z9,112024,B2CS,,30-11-2024,,B2C aggregate,29,OE,84819090,12,1262494.45,0.0,75749.67,75749.66,0.0,1413993.78
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0161,07-12-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84819090,18,582783.15,104900.97,0.0,0.0,0.0,687684.12
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0162,09-12-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,40169390,12,6826.51,0.0,409.59,409.59,0.0,7645.69
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0163,03-12-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,40169390,12,15530.7,0.0,931.84,931.84,0.0,17394.38
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0164,11-12-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,998719,18,426429.1,76757.24,0.0,0.0,0.0,503186.34
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0165,12-12-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84139110,18,264543.83,47617.89,0.0,0.0,0.0,312161.72
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0166,07-12-2024,29AAAGK3344N1Z0,KARNATAKA STATE INFRA DEVELOPMENT CORPORATION,29,R,84139110,18,80931.5,0.0,7283.84,7283.83,0.0,95499.17
29AABCV1234K1Z9,122024,SEZWOP,VPI/KA/24-25/0167,30-12-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,84819090,18,503455.64,0.0,0.0,0.0,0.0,503455.64
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0168,10-12-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84139110,18,280758.77,50536.58,0.0,0.0,0.0,331295.35
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0169,06-12-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,998719,18,205877.25,37057.91,0.0,0.0,0.0,242935.16
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0170,31-12-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,72085190,18,402175.11,72391.52,0.0,0.0,0.0,474566.63
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0171,21-12-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,40169390,12,7892.65,947.12,0.0,0.0,0.0,8839.77
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0172,05-12-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84139110,18,70270.05,12648.61,0.0,0.0,0.0,82918.66
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0173,05-12-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,998719,18,600627.54,108112.96,0.0,0.0,0.0,708740.5
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0174,06-12-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,998719,18,305607.89,55009.42,0.0,0.0,0.0,360617.31
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0175,18-12-2024,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,73181500,18,42216.13,0.0,3799.45,3799.45,0.0,49815.03
29AABCV1234K1Z9,122024,B2B,VPI/KA/24-25/0176,10-12-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84819090,18,734987.19,0.0,66148.85,66148.84,0.0,867284.88
29AABCV1234K1Z9,122024,EXPWOP,VPI/KA/24-25/0177,11-12-2024,,PACIFIC RIM INDUSTRIAL PTE LTD,96,EXPWOP,84139110,18,1169703.57,0.0,0.0,0.0,0.0,1169703.57
29AABCV1234K1Z9,122024,EXPWOP,VPI/KA/24-25/0178,18-12-2024,,PACIFIC RIM INDUSTRIAL PTE LTD,96,EXPWOP,40169390,12,2272711.06,0.0,0.0,0.0,0.0,2272711.06
29AABCV1234K1Z9,122024,B2CL,VPI/KA/24-25/0179,23-12-2024,,Unregistered customer,06,R,72085190,18,2548890.19,458800.23,0.0,0.0,0.0,3007690.42
29AABCV1234K1Z9,122024,B2CL,VPI/KA/24-25/0180,23-12-2024,,Unregistered customer,24,R,40169390,12,1926331.9,231159.83,0.0,0.0,0.0,2157491.73
29AABCV1234K1Z9,122024,B2CS,,31-12-2024,,B2C aggregate,29,OE,84819090,18,1251392.51,0.0,112625.33,112625.32,0.0,1476643.16
29AABCV1234K1Z9,122024,B2CS,,31-12-2024,,B2C aggregate,29,OE,84819090,12,1888148.02,0.0,113288.88,113288.88,0.0,2114725.78
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0181,03-01-2025,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,998719,18,203993.41,36718.81,0.0,0.0,0.0,240712.22
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0182,21-01-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,184609.8,0.0,16614.88,16614.88,0.0,217839.56
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0183,13-01-2025,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,84819090,18,54918.45,9885.32,0.0,0.0,0.0,64803.77
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0184,27-01-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,72085190,18,1065326.24,191758.72,0.0,0.0,0.0,1257084.96
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0185,12-01-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,40169390,12,44285.99,5314.32,0.0,0.0,0.0,49600.31
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0186,17-01-2025,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,72085190,18,1265586.73,0.0,113902.81,113902.8,0.0,1493392.34
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0187,16-01-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,84819090,18,333752.63,60075.47,0.0,0.0,0.0,393828.1
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0188,14-01-2025,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,72085190,18,589292.14,0.0,53036.3,53036.29,0.0,695364.73
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0189,03-01-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,73181500,18,31458.32,0.0,2831.25,2831.25,0.0,37120.82
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0190,01-01-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,998719,18,345025.63,0.0,31052.31,31052.3,0.0,407130.24
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0191,22-01-2025,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84139110,18,65154.28,11727.77,0.0,0.0,0.0,76882.05
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0192,14-01-2025,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,84819090,18,326778.86,0.0,29410.1,29410.09,0.0,385599.05
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0193,18-01-2025,29AAAGK3344N1Z0,KARNATAKA STATE INFRA DEVELOPMENT CORPORATION,29,R,72085190,18,1386461.19,0.0,124781.51,124781.5,0.0,1636024.2
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0194,20-01-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,73181500,18,14467.18,2604.09,0.0,0.0,0.0,17071.27
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0195,16-01-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,73181500,18,30660.84,5518.95,0.0,0.0,0.0,36179.79
29AABCV1234K1Z9,012025,B2B,VPI/KA/24-25/0196,20-01-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,40169390,12,7122.24,854.67,0.0,0.0,0.0,7976.91
29AABCV1234K1Z9,012025,EXPWOP,VPI/KA/24-25/0197,13-01-2025,,PACIFIC RIM INDUSTRIAL PTE LTD,96,EXPWOP,73181500,18,999181.47,0.0,0.0,0.0,0.0,999181.47
29AABCV1234K1Z9,012025,EXPWOP,VPI/KA/24-25/0198,14-01-2025,,ATLAS VALVE CORP,96,EXPWOP,72085190,18,1389538.73,0.0,0.0,0.0,0.0,1389538.73
29AABCV1234K1Z9,012025,B2CL,VPI/KA/24-25/0199,04-01-2025,,Unregistered customer,36,R,73181500,18,571051.74,102789.31,0.0,0.0,0.0,673841.05
29AABCV1234K1Z9,012025,B2CL,VPI/KA/24-25/0200,26-01-2025,,Unregistered customer,24,R,73181500,18,1286779.53,231620.32,0.0,0.0,0.0,1518399.85
29AABCV1234K1Z9,012025,B2CS,,31-01-2025,,B2C aggregate,29,OE,84819090,18,894636.41,0.0,80517.28,80517.27,0.0,1055670.96
29AABCV1234K1Z9,012025,B2CS,,31-01-2025,,B2C aggregate,29,OE,84819090,12,735510.14,0.0,44130.61,44130.61,0.0,823771.36
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0201,27-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,998719,18,490461.95,0.0,44141.58,44141.57,0.0,578745.1
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0202,25-02-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,84139110,18,93775.18,16879.53,0.0,0.0,0.0,110654.71
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0203,06-02-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,998719,18,327448.94,58940.81,0.0,0.0,0.0,386389.75
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0204,12-02-2025,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,84139110,18,295098.41,0.0,26558.86,26558.85,0.0,348216.12
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0205,28-02-2025,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84819090,18,47945.51,8630.19,0.0,0.0,0.0,56575.7
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0206,02-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,73181500,18,28321.33,0.0,2548.92,2548.92,0.0,33419.17
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0207,06-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84819090,18,239556.44,0.0,21560.08,21560.08,0.0,282676.6
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0208,06-02-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,115751.87,20835.34,0.0,0.0,0.0,136587.21
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0209,20-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84819090,18,39664.68,0.0,3569.82,3569.82,0.0,46804.32
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0210,19-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,73181500,18,72440.09,0.0,6519.61,6519.61,0.0,85479.31
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0211,17-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,664849.69,0.0,59836.47,59836.47,0.0,784522.63
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0212,25-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84819090,18,98035.36,0.0,8823.18,8823.18,0.0,115681.72
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0213,17-02-2025,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,998719,18,265707.76,0.0,23913.7,23913.7,0.0,313535.16
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0214,18-02-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84819090,18,326362.51,58745.25,0.0,0.0,0.0,385107.76
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0215,05-02-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,84139110,18,1043457.8,187822.4,0.0,0.0,0.0,1231280.2
29AABCV1234K1Z9,022025,B2B,VPI/KA/24-25/0216,12-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,73181500,18,84519.14,0.0,7606.73,7606.72,0.0,99732.59
29AABCV1234K1Z9,022025,EXPWOP,VPI/KA/24-25/0217,17-02-2025,,PACIFIC RIM INDUSTRIAL PTE LTD,96,EXPWOP,40169390,12,1634689.72,0.0,0.0,0.0,0.0,1634689.72
29AABCV1234K1Z9,022025,EXPWOP,VPI/KA/24-25/0218,08-02-2025,,PACIFIC RIM INDUSTRIAL PTE LTD,96,EXPWOP,73181500,18,2497400.88,0.0,0.0,0.0,0.0,2497400.88
29AABCV1234K1Z9,022025,B2CL,VPI/KA/24-25/0219,09-02-2025,,Unregistered customer,24,R,84819090,18,1639283.52,295071.03,0.0,0.0,0.0,1934354.55
29AABCV1234K1Z9,022025,B2CL,VPI/KA/24-25/0220,16-02-2025,,Unregistered customer,06,R,998719,18,1267105.6,228079.01,0.0,0.0,0.0,1495184.61
29AABCV1234K1Z9,022025,B2CS,,28-02-2025,,B2C aggregate,29,OE,84819090,18,1065562.81,0.0,95900.66,95900.65,0.0,1257364.12
29AABCV1234K1Z9,022025,B2CS,,28-02-2025,,B2C aggregate,29,OE,84819090,12,1328490.33,0.0,79709.42,79709.42,0.0,1487909.17
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0221,16-03-2025,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,72085190,18,1659866.98,0.0,149388.03,149388.03,0.0,1958643.04
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0222,05-03-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,189366.95,34086.05,0.0,0.0,0.0,223453.0
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0223,30-03-2025,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,40169390,12,8562.9,1027.55,0.0,0.0,0.0,9590.45
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0224,17-03-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,998719,18,125576.71,22603.81,0.0,0.0,0.0,148180.52
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0225,03-03-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,998719,18,158367.39,0.0,14253.07,14253.06,0.0,186873.52
29AABCV1234K1Z9,032025,SEZWOP,VPI/KA/24-25/0226,04-03-2025,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,998719,18,45543.73,0.0,0.0,0.0,0.0,45543.73
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0227,05-03-2025,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,72085190,18,2068334.63,372300.23,0.0,0.0,0.0,2440634.86
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0228,16-03-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,73181500,18,61373.71,0.0,5523.64,5523.63,0.0,72420.98
