recipient_gstin,tax_period,supplier_gstin,supplier_name,invoice_no,invoice_date,hsn,rate,taxable_value,igst,cgst,sgst,cess,invoice_value,itc_available,itc_unavailable_reason,supplier_status_flag
29AABCV1234K1Z9,012025,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/9325,04-01-2025,997212,18,309522.36,55714.02,0.0,0.0,0.0,365236.38,Y,,
29AABCV1234K1Z9,012025,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/5624,07-01-2025,72283000,18,1597255.43,287505.98,0.0,0.0,0.0,1884761.41,Y,,
29AABCV1234K1Z9,012025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/1959,27-01-2025,72283000,18,1103004.67,0.0,99270.42,99270.42,0.0,1301545.51,Y,,
29AABCV1234K1Z9,012025,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/8020,03-01-2025,72283000,18,1492415.78,0.0,134317.42,134317.42,0.0,1761050.62,Y,,
29AABCV1234K1Z9,012025,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/4425,22-01-2025,39269099,18,27572.49,0.0,2481.53,2481.52,0.0,32535.54,Y,,CANCELLED_SUPPLIER
29AABCV1234K1Z9,012025,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/2672,21-01-2025,73251000,18,2264.15,407.55,0.0,0.0,0.0,2671.7,Y,,
29AABCV1234K1Z9,012025,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/3764,17-01-2025,48191010,12,2124.1,0.0,127.45,127.44,0.0,2378.99,Y,,
29AABCV1234K1Z9,012025,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/4121,14-01-2025,997212,18,328655.34,0.0,29578.98,29578.98,0.0,387813.3,N,C,
29AABCV1234K1Z9,012025,29AABCM5511D1ZT,MYSORE CASTINGS PRIVATE LIMITED,MYS/24-25/6736,23-01-2025,72283000,18,644910.35,0.0,58041.93,58041.93,0.0,760994.21,Y,,
29AABCV1234K1Z9,012025,29AABCM5511D1ZT,MYSORE CASTINGS PRIVATE LIMITED,MYS/24-25/7872,19-01-2025,39269099,18,14191.81,0.0,1277.27,1277.26,0.0,16746.34,Y,,
29AABCV1234K1Z9,012025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/9340,22-01-2025,39269099,18,16307.16,0.0,1467.65,1467.64,0.0,19242.45,Y,,
29AABCV1234K1Z9,012025,29AABCM5511D1ZT,MYSORE CASTINGS PRIVATE LIMITED,MYS/24-25/4852,16-01-2025,72283000,18,1132867.58,0.0,101958.08,101958.08,0.0,1336783.74,Y,,
29AABCV1234K1Z9,012025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/6318,20-01-2025,48191010,12,949.72,0.0,56.99,56.98,0.0,1063.69,Y,,
29AABCV1234K1Z9,012025,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/5334,04-01-2025,48191010,12,6249.76,749.97,0.0,0.0,0.0,6999.73,Y,,
29AABCV1234K1Z9,022025,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/6558,02-02-2025,997212,18,1344589.41,0.0,121013.05,121013.04,0.0,1586615.5,Y,,
29AABCV1234K1Z9,022025,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/1821,04-02-2025,72283000,18,2009818.07,361767.25,0.0,0.0,0.0,2371585.32,Y,,
29AABCV1234K1Z9,022025,29AABCM5511D1ZT,MYSORE CASTINGS PRIVATE LIMITED,MYS/24-25/8254,24-02-2025,998873,12,416383.28,0.0,24983.0,24982.99,0.0,466349.27,Y,,
29AABCV1234K1Z9,022025,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/7760,24-02-2025,998873,12,158188.4,18982.61,0.0,0.0,0.0,177171.01,Y,,
29AABCV1234K1Z9,022025,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/6065,27-02-2025,998873,12,276524.15,0.0,16591.45,16591.45,0.0,309707.05,Y,,CANCELLED_SUPPLIER
29AABCV1234K1Z9,022025,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/1863,21-02-2025,39269099,18,31581.53,5684.68,0.0,0.0,0.0,37266.21,Y,,
29AABCV1234K1Z9,022025,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/3344,09-02-2025,39269099,18,35669.16,6420.45,0.0,0.0,0.0,42089.61,Y,,
29AABCV1234K1Z9,022025,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/2618,01-02-2025,72283000,18,1648528.74,296735.17,0.0,0.0,0.0,1945263.91,Y,,
29AABCV1234K1Z9,022025,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/4990,04-02-2025,39269099,18,34385.36,6189.36,0.0,0.0,0.0,40574.72,Y,,
29AABCV1234K1Z9,022025,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/1381,11-02-2025,39269099,18,60944.66,0.0,5485.02,5485.02,0.0,71914.7,Y,,CANCELLED_SUPPLIER
29AABCV1234K1Z9,022025,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/5623,20-02-2025,998873,12,315312.1,37837.45,0.0,0.0,0.0,353149.55,Y,,
29AABCV1234K1Z9,022025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/9477,02-02-2025,73251000,18,14433.36,0.0,1299.0,1299.0,0.0,17031.36,Y,,
29AABCV1234K1Z9,022025,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/6196,06-02-2025,998873,12,241502.03,28980.24,0.0,0.0,0.0,270482.27,Y,,
29AABCV1234K1Z9,022025,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/7544,10-02-2025,997212,18,1233240.97,0.0,110991.69,110991.68,0.0,1455224.34,Y,,
29AABCV1234K1Z9,032025,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/9454,20-03-2025,72283000,18,3290384.18,0.0,296134.58,296134.57,0.0,3882653.33,Y,,CANCELLED_SUPPLIER
29AABCV1234K1Z9,032025,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/1594,27-03-2025,73251000,18,55106.94,0.0,4959.63,4959.62,0.0,65026.19,Y,,CANCELLED_SUPPLIER
29AABCV1234K1Z9,032025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/4580,28-03-2025,997212,18,1536331.43,0.0,138269.83,138269.83,0.0,1812871.09,Y,,
29AABCV1234K1Z9,032025,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/9287,14-03-2025,39269099,18,35330.39,6359.47,0.0,0.0,0.0,41689.86,Y,,
29AABCV1234K1Z9,032025,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/5205,28-03-2025,998873,12,675342.59,81041.11,0.0,0.0,0.0,756383.7,Y,,
29AABCV1234K1Z9,032025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/9814,06-03-2025,39269099,18,19477.64,0.0,1752.99,1752.99,0.0,22983.62,Y,,
29AABCV1234K1Z9,032025,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/6446,11-03-2025,48191010,12,18379.85,2205.58,0.0,0.0,0.0,20585.43,Y,,
29AABCV1234K1Z9,032025,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/9293,21-03-2025,48191010,12,6749.78,809.97,0.0,0.0,0.0,7559.75,Y,,
29AABCV1234K1Z9,032025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/7642,06-03-2025,73251000,18,72823.76,0.0,6554.14,6554.14,0.0,85932.04,Y,,
29AABCV1234K1Z9,032025,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/9874,25-03-2025,48191010,12,28259.97,0.0,1695.6,1695.6,0.0,31651.17,Y,,
29AABCV1234K1Z9,032025,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/5910,11-03-2025,39269099,18,52134.21,0.0,4692.08,4692.08,0.0,61518.37,Y,,
29AABCV1234K1Z9,032025,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/8808,11-03-2025,39269099,18,55014.55,0.0,4951.31,4951.31,0.0,64917.17,Y,,CANCELLED_SUPPLIER
29AABCV1234K1Z9,032025,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/1366,14-03-2025,998873,12,413552.03,0.0,24813.12,24813.12,0.0,463178.27,Y,,
29AABCV1234K1Z9,032025,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/2403,17-03-2025,997212,18,1318142.74,237265.69,0.0,0.0,0.0,1555408.43,Y,,
27AABCV1234K1ZD,042024,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/1017,02-04-2024,72283000,18,1214015.67,0.0,109261.41,109261.41,0.0,1432538.49,Y,,
27AABCV1234K1ZD,042024,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/2542,06-04-2024,48191010,12,510.54,0.0,30.63,30.63,0.0,571.8,Y,,
27AABCV1234K1ZD,042024,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/7488,04-04-2024,998873,12,194113.99,23293.68,0.0,0.0,0.0,217407.67,Y,,
27AABCV1234K1ZD,042024,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/2861,09-04-2024,39269099,18,6943.34,0.0,624.9,624.9,0.0,8193.14,Y,,
27AABCV1234K1ZD,042024,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/2832,18-04-2024,72283000,18,554505.64,99811.02,0.0,0.0,0.0,654316.66,Y,,
27AABCV1234K1ZD,052024,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/2041,17-05-2024,998873,12,172911.7,20749.4,0.0,0.0,0.0,193661.1,Y,,
27AABCV1234K1ZD,052024,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/4003,30-05-2024,39269099,18,31449.49,5660.91,0.0,0.0,0.0,37110.4,Y,,
27AABCV1234K1ZD,052024,29AABCM5511D1ZT,MYSORE CASTINGS PRIVATE LIMITED,MYS/24-25/5438,23-05-2024,73251000,18,25593.16,4606.77,0.0,0.0,0.0,30199.93,Y,,
27AABCV1234K1ZD,052024,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/3180,23-05-2024,73251000,18,20415.6,3674.81,0.0,0.0,0.0,24090.41,Y,,
27AABCV1234K1ZD,052024,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/6771,14-05-2024,72283000,18,2586398.45,465551.72,0.0,0.0,0.0,3051950.17,Y,,
27AABCV1234K1ZD,062024,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/4688,27-06-2024,998873,12,435742.81,52289.14,0.0,0.0,0.0,488031.95,Y,,
27AABCV1234K1ZD,062024,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/8052,13-06-2024,72283000,18,1704851.4,0.0,153436.63,153436.62,0.0,2011724.65,Y,,
27AABCV1234K1ZD,062024,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/8034,15-06-2024,998873,12,323311.86,38797.42,0.0,0.0,0.0,362109.28,Y,,
27AABCV1234K1ZD,062024,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/8433,04-06-2024,998873,12,201476.03,0.0,12088.56,12088.56,0.0,225653.15,Y,,
27AABCV1234K1ZD,062024,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/2107,14-06-2024,73251000,18,10842.81,1951.71,0.0,0.0,0.0,12794.52,Y,,
27AABCV1234K1ZD,072024,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/2536,21-07-2024,997212,18,266513.33,47972.4,0.0,0.0,0.0,314485.73,Y,,
27AABCV1234K1ZD,072024,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/2966,17-07-2024,72283000,18,929118.35,0.0,83620.65,83620.65,0.0,1096359.65,Y,,
27AABCV1234K1ZD,072024,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/6688,20-07-2024,73251000,18,5728.84,1031.19,0.0,0.0,0.0,6760.03,Y,,
27AABCV1234K1ZD,072024,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/5025,26-07-2024,72283000,18,1227063.82,220871.49,0.0,0.0,0.0,1447935.31,Y,,
27AABCV1234K1ZD,072024,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/8971,24-07-2024,73251000,18,7723.66,0.0,695.13,695.13,0.0,9113.92,Y,,
27AABCV1234K1ZD,082024,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/5368,19-08-2024,73251000,18,20392.32,3670.62,0.0,0.0,0.0,24062.94,Y,,
27AABCV1234K1ZD,082024,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/6188,13-08-2024,48191010,12,3453.15,414.38,0.0,0.0,0.0,3867.53,Y,,
27AABCV1234K1ZD,082024,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/2695,19-08-2024,39269099,18,37627.47,6772.94,0.0,0.0,0.0,44400.41,Y,,
27AABCV1234K1ZD,082024,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/7679,02-08-2024,997212,18,1394995.85,251099.25,0.0,0.0,0.0,1646095.1,Y,,
27AABCV1234K1ZD,082024,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/4285,18-08-2024,72283000,18,1242665.84,0.0,111839.93,111839.92,0.0,1466345.69,Y,,
27AABCV1234K1ZD,092024,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/1270,10-09-2024,39269099,18,32840.76,5911.34,0.0,0.0,0.0,38752.1,Y,,
27AABCV1234K1ZD,092024,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/9214,13-09-2024,998873,12,310569.02,37268.28,0.0,0.0,0.0,347837.3,Y,,
27AABCV1234K1ZD,092024,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/7022,08-09-2024,997212,18,810357.41,145864.33,0.0,0.0,0.0,956221.74,Y,,
27AABCV1234K1ZD,092024,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/5576,02-09-2024,73251000,18,35011.04,6301.99,0.0,0.0,0.0,41313.03,Y,,
27AABCV1234K1ZD,092024,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/2737,12-09-2024,997212,18,1248285.54,224691.4,0.0,0.0,0.0,1472976.94,Y,,
27AABCV1234K1ZD,102024,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/4145,28-10-2024,998873,12,360299.88,0.0,21618.0,21617.99,0.0,403535.87,Y,,
27AABCV1234K1ZD,102024,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/9690,24-10-2024,997212,18,2111771.34,380118.84,0.0,0.0,0.0,2491890.18,Y,,
27AABCV1234K1ZD,102024,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/8719,14-10-2024,39269099,18,28281.16,0.0,2545.31,2545.3,0.0,33371.77,Y,,
27AABCV1234K1ZD,102024,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/4221,16-10-2024,48191010,12,3585.95,430.31,0.0,0.0,0.0,4016.26,Y,,
27AABCV1234K1ZD,102024,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/8607,10-10-2024,998873,12,294286.6,35314.39,0.0,0.0,0.0,329600.99,Y,,
27AABCV1234K1ZD,112024,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/5107,12-11-2024,48191010,12,7324.02,878.88,0.0,0.0,0.0,8202.9,Y,,
27AABCV1234K1ZD,112024,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/1219,21-11-2024,997212,18,1380215.24,0.0,124219.37,124219.37,0.0,1628653.98,Y,,
27AABCV1234K1ZD,112024,33AAHFS3355G1ZA,SUNRISE TOOLING SOLUTIONS,SUN/24-25/2798,04-11-2024,998873,12,626869.42,75224.33,0.0,0.0,0.0,702093.75,Y,,
27AABCV1234K1ZD,112024,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/7566,21-11-2024,48191010,12,13061.82,1567.42,0.0,0.0,0.0,14629.24,Y,,
27AABCV1234K1ZD,112024,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/2389,15-11-2024,998873,12,797236.08,95668.33,0.0,0.0,0.0,892904.41,Y,,
27AABCV1234K1ZD,122024,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/3369,13-12-2024,72283000,18,1162944.44,209330.0,0.0,0.0,0.0,1372274.44,Y,,
27AABCV1234K1ZD,122024,29AABCM5511D1ZT,MYSORE CASTINGS PRIVATE LIMITED,MYS/24-25/8276,24-12-2024,73251000,18,7087.68,1275.78,0.0,0.0,0.0,8363.46,Y,,
27AABCV1234K1ZD,122024,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/4648,07-12-2024,72283000,18,926042.36,166687.62,0.0,0.0,0.0,1092729.98,Y,,
27AABCV1234K1ZD,122024,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/2330,30-12-2024,997212,18,429070.33,77232.66,0.0,0.0,0.0,506302.99,Y,,
27AABCV1234K1ZD,122024,29AABCM5511D1ZT,MYSORE CASTINGS PRIVATE LIMITED,MYS/24-25/7543,19-12-2024,48191010,12,2190.92,262.91,0.0,0.0,0.0,2453.83,Y,,
27AABCV1234K1ZD,012025,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/4001,25-01-2025,998873,12,270920.31,32510.44,0.0,0.0,0.0,303430.75,Y,,CANCELLED_SUPPLIER
27AABCV1234K1ZD,012025,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/1017,15-01-2025,997212,18,2070586.77,0.0,186352.81,186352.81,0.0,2443292.39,Y,,
27AABCV1234K1ZD,012025,29AAACB1199C1ZV,BHARAT SPECIAL STEELS LIMITED,BHA/24-25/2507,19-01-2025,998873,12,482957.29,57954.87,0.0,0.0,0.0,540912.16,Y,,
27AABCV1234K1ZD,012025,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/2977,11-01-2025,73251000,18,25650.44,4617.08,0.0,0.0,0.0,30267.52,Y,,
27AABCV1234K1ZD,012025,27AABCO3399Z1Z4,ORION METALS PRIVATE LIMITED,ORI/24-25/1934,17-01-2025,998873,12,213998.88,0.0,12839.94,12839.93,0.0,239678.75,Y,,
27AABCV1234K1ZD,022025,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/9456,09-02-2025,73251000,18,2943.23,529.78,0.0,0.0,0.0,3473.01,Y,,
27AABCV1234K1ZD,022025,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/6493,07-02-2025,72283000,18,1060304.79,190854.86,0.0,0.0,0.0,1251159.65,Y,,
27AABCV1234K1ZD,022025,29AABCA2244T1Z8,APEX INDUSTRIAL SERVICES PRIVATE LIMITED,APE/24-25/4909,02-02-2025,72283000,18,1360635.23,244914.34,0.0,0.0,0.0,1605549.57,Y,,
27AABCV1234K1ZD,022025,29AAACV6688Y1ZQ,VISHWA ENTERPRISES PRIVATE LIMITED,VIS/24-25/5337,02-02-2025,998873,12,60669.9,7280.39,0.0,0.0,0.0,67950.29,Y,,CANCELLED_SUPPLIER
27AABCV1234K1ZD,022025,24AACCG9911B1Z0,GAURAV POLYMERS PRIVATE LIMITED,GAU/24-25/2497,16-02-2025,39269099,18,15708.76,2827.58,0.0,0.0,0.0,18536.34,Y,,
27AABCV1234K1ZD,032025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/6331,04-03-2025,39269099,18,132573.73,23863.27,0.0,0.0,0.0,156437.0,Y,,
27AABCV1234K1ZD,032025,29AABCM5511D1ZT,MYSORE CASTINGS PRIVATE LIMITED,MYS/24-25/1259,09-03-2025,39269099,18,16985.07,3057.31,0.0,0.0,0.0,20042.38,Y,,
27AABCV1234K1ZD,032025,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/4618,06-03-2025,39269099,18,15016.0,0.0,1351.44,1351.44,0.0,17718.88,Y,,
27AABCV1234K1ZD,032025,27AADCI7733E1ZL,INDUS FORGINGS AND ALLOYS PRIVATE LIMITED,IND/24-25/8334,22-03-2025,39269099,18,47761.11,0.0,4298.5,4298.5,0.0,56358.11,Y,,
27AABCV1234K1ZD,032025,29AAGFN7799P1ZY,NIRMAL PACKAGING INDUSTRIES,NIR/24-25/5334,07-03-2025,997212,18,2099256.91,377866.24,0.0,0.0,0.0,2477123.15,Y,,
