gstin,ewb_no,ewb_date,doc_type,doc_no,doc_date,supply_type,sub_supply_type,from_gstin,from_state,from_place,to_gstin,to_state,hsn,taxable_value,igst,cgst,sgst,cess,total_invoice_value,transporter_id,transporter_name,vehicle_no,distance_km,valid_upto,status,cancelled,extended
29AABCV1234K1Z9,2052852925569,14-08-2024 11:41,INV,VPI/KA/24-25/0093,14-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,36AABCD4455L1ZH,36,72085190,1408925.13,253606.52,0.0,0.0,0.0,1662531.65,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA52GH3586,549,17-08-2024 11:41,Active,N,N
29AABCV1234K1Z9,4885636694786,08-08-2024 10:56,INV,VPI/KA/24-25/0095,08-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,19AAACB6677K1Z6,19,72085190,1882250.96,338805.17,0.0,0.0,0.0,2221056.13,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA53ED4321,1605,17-08-2024 10:56,Active,N,N
29AABCV1234K1Z9,2525634199168,12-08-2024 12:15,INV,VPI/KA/24-25/0096,12-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,84819090,596706.67,0.0,53703.6,53703.6,0.0,704113.87,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA09CH8633,88,13-08-2024 12:15,Active,N,N
29AABCV1234K1Z9,1822539836153,04-08-2024 12:03,INV,VPI/KA/24-25/0097,04-08-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,84139110,840430.82,0.0,0.0,0.0,0.0,840430.82,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA34HH5629,895,09-08-2024 12:03,Active,N,N
29AABCV1234K1Z9,8151298464802,08-08-2024 14:11,INV,VPI/KA/24-25/0098,08-08-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,40169390,1861302.17,0.0,0.0,0.0,0.0,1861302.17,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA03AC9942,901,13-08-2024 14:11,Active,N,N
29AABCV1234K1Z9,7668178999806,12-08-2024 09:49,INV,VPI/KA/24-25/0099,12-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,06,84139110,1397095.93,251477.27,0.0,0.0,0.0,1648573.2,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA29BC5919,1558,20-08-2024 09:49,Active,N,N
29AABCV1234K1Z9,2293816327695,28-08-2024 15:15,INV,VPI/KA/24-25/0100,28-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,08,40169390,1758921.28,211070.55,0.0,0.0,0.0,1969991.83,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA31GH6673,221,30-08-2024 15:15,Active,N,N
27AABCV1234K1ZD,8128194889265,19-08-2024 20:56,INV,VPI/MH/24-25/0025,19-08-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,27AAEFS1122H1ZJ,27,84139110,59259.51,0.0,5333.36,5333.35,0.0,69926.22,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA21JD7906,339,21-08-2024 20:56,Active,N,N
27AABCV1234K1ZD,4929445078068,20-08-2024 16:50,INV,VPI/MH/24-25/0026,20-08-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AAFCQ2233R1ZV,29,84819090,236538.25,0.0,0.0,0.0,0.0,236538.25,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA46GL2235,1008,26-08-2024 16:50,Active,N,N
27AABCV1234K1ZD,7953097159279,25-08-2024 08:13,INV,VPI/MH/24-25/0029,25-08-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,07AAACN8899J1ZP,07,73181500,114079.83,20534.37,0.0,0.0,0.0,134614.2,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA27FB3035,379,27-08-2024 08:13,Active,N,N
27AABCV1234K1ZD,5547681446109,01-08-2024 08:54,INV,VPI/MH/24-25/0030,01-08-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,27AAEFS1122H1ZJ,27,72085190,1944383.07,0.0,174994.48,174994.47,0.0,2294372.02,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA23KC2900,146,02-08-2024 08:54,Active,N,N
29AABCV1234K1Z9,8968028257063,30-09-2024 10:56,INV,VPI/KA/24-25/0102,30-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAFCQ2233R1ZV,29,84819090,138908.22,0.0,0.0,0.0,0.0,138908.22,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA45AJ8555,254,02-10-2024 10:56,Active,N,N
29AABCV1234K1Z9,9275049888956,09-09-2024 12:03,INV,VPI/KA/24-25/0103,09-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29ADHPG5566Q1ZQ,29,84139110,573795.29,0.0,51641.58,51641.57,0.0,677078.44,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA27EK7786,293,11-09-2024 12:03,Active,N,N
29AABCV1234K1Z9,9898789890813,10-09-2024 18:40,INV,VPI/KA/24-25/0104,10-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,36AABCD4455L1ZH,36,84819090,398709.05,71767.63,0.0,0.0,0.0,470476.68,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA20GA3591,1344,17-09-2024 18:40,Active,N,N
29AABCV1234K1Z9,9759525583183,08-09-2024 15:51,INV,VPI/KA/24-25/0105,08-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29ADHPG5566Q1ZQ,29,84139110,55002.57,0.0,4950.23,4950.23,0.0,64903.03,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA23LK9080,886,13-09-2024 15:51,Active,N,N
29AABCV1234K1Z9,6606142907338,30-09-2024 14:43,INV,VPI/KA/24-25/0111,30-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAGFK9012M1ZX,29,84139110,416577.82,0.0,37492.01,37492.0,0.0,491561.83,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA33CA5447,844,05-10-2024 14:43,Active,N,N
29AABCV1234K1Z9,6881730939717,20-09-2024 17:05,INV,VPI/KA/24-25/0112,20-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29ADHPG5566Q1ZQ,29,84819090,606887.15,0.0,54619.85,54619.84,0.0,716126.84,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA13FE7005,711,24-09-2024 17:05,Active,N,N
29AABCV1234K1Z9,8278794537523,15-09-2024 16:13,INV,VPI/KA/24-25/0113,15-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,72085190,1889166.7,340050.01,0.0,0.0,0.0,2229216.71,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA02BL6359,1711,24-09-2024 16:13,Active,N,N
29AABCV1234K1Z9,7232611772829,17-09-2024 20:07,INV,VPI/KA/24-25/0114,17-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,72085190,1402041.87,0.0,126183.77,126183.77,0.0,1654409.41,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA52BF1480,802,22-09-2024 20:07,Active,N,N
29AABCV1234K1Z9,8503564873317,11-09-2024 19:43,INV,VPI/KA/24-25/0117,11-09-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,72085190,1696909.82,0.0,0.0,0.0,0.0,1696909.82,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA35KK4269,179,12-09-2024 19:43,Active,N,N
29AABCV1234K1Z9,7113808595200,06-09-2024 11:16,INV,VPI/KA/24-25/0118,06-09-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,40169390,2564071.53,0.0,0.0,0.0,0.0,2564071.53,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA02LD2374,1759,15-09-2024 11:16,Active,N,N
29AABCV1234K1Z9,6963014492761,21-09-2024 11:42,INV,VPI/KA/24-25/0119,21-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,06,40169390,941052.54,112926.3,0.0,0.0,0.0,1053978.84,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA09DG8014,157,22-09-2024 11:42,Active,N,N
29AABCV1234K1Z9,3154529610877,26-09-2024 16:11,INV,VPI/KA/24-25/0120,26-09-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,08,73181500,753740.73,135673.33,0.0,0.0,0.0,889414.06,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA29FC2301,991,01-10-2024 16:11,Active,N,N
27AABCV1234K1ZD,5644493892906,29-09-2024 18:29,INV,VPI/MH/24-25/0033,29-09-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AAGFK9012M1ZX,29,84819090,1189148.46,214046.72,0.0,0.0,0.0,1403195.18,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA23FJ3966,86,30-09-2024 18:29,Active,N,N
27AABCV1234K1ZD,4456357219742,23-09-2024 09:05,INV,VPI/MH/24-25/0035,23-09-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,36AABCD4455L1ZH,36,84819090,127580.7,22964.53,0.0,0.0,0.0,150545.23,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA19AD4481,892,28-09-2024 09:05,Active,N,N
27AABCV1234K1ZD,9419986848389,11-09-2024 16:49,INV,VPI/MH/24-25/0036,11-09-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,07AAACN8899J1ZP,07,84139110,231084.63,41595.23,0.0,0.0,0.0,272679.86,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA43DH1882,467,14-09-2024 16:49,Active,N,N
33AABCV1234K1ZK,4952065831624,28-09-2024 19:52,INV,VPI/TN/24-25/0001,28-09-2024,Outward,Supply,33AABCV1234K1ZK,33,Navi Mumbai,27AAEFS1122H1ZJ,27,72085190,751780.06,135320.41,0.0,0.0,0.0,887100.47,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA50DA6222,1408,06-10-2024 19:52,Active,N,N
29AABCV1234K1Z9,9888217105873,21-10-2024 09:10,INV,VPI/KA/24-25/0121,21-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,36AABCD4455L1ZH,36,84819090,185762.43,33437.24,0.0,0.0,0.0,219199.67,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA43HJ6127,1346,28-10-2024 09:10,Active,N,N
29AABCV1234K1Z9,8635224264681,29-10-2024 15:48,INV,VPI/KA/24-25/0125,29-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAFCQ2233R1ZV,29,84139110,86449.57,0.0,0.0,0.0,0.0,86449.57,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA26GG3482,142,30-10-2024 15:48,Active,N,N
29AABCV1234K1Z9,7085646670601,30-10-2024 14:48,INV,VPI/KA/24-25/0126,30-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAGFK9012M1ZX,29,84819090,346468.03,0.0,31182.13,31182.12,0.0,408832.28,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA41GF5653,107,31-10-2024 14:48,Active,N,N
29AABCV1234K1Z9,9399815505342,16-10-2024 14:41,INV,VPI/KA/24-25/0128,16-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,84819090,51493.65,9268.86,0.0,0.0,0.0,60762.51,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA45AG6527,671,20-10-2024 14:41,Active,N,N
29AABCV1234K1Z9,3931618487383,09-10-2024 13:00,INV,VPI/KA/24-25/0129,09-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,84139110,62844.48,0.0,5656.01,5656.0,0.0,74156.49,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA19DC7155,109,10-10-2024 13:00,Active,N,N
29AABCV1234K1Z9,1553092437844,24-10-2024 11:38,INV,VPI/KA/24-25/0130,24-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,84819090,214732.9,0.0,19325.96,19325.96,0.0,253384.82,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA43DE8632,780,28-10-2024 11:38,Active,N,N
29AABCV1234K1Z9,4157186222120,12-10-2024 12:43,INV,VPI/KA/24-25/0131,12-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,19AAACB6677K1Z6,19,72085190,870330.27,156659.45,0.0,0.0,0.0,1026989.72,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA02CJ2868,1642,21-10-2024 12:43,Active,N,N
29AABCV1234K1Z9,6356748372430,19-10-2024 10:46,INV,VPI/KA/24-25/0133,19-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,72085190,1304338.98,0.0,117390.51,117390.51,0.0,1539120.0,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA37JA5662,976,24-10-2024 10:46,Active,N,Y
29AABCV1234K1Z9,5678703946080,14-10-2024 11:24,INV,VPI/KA/24-25/0134,14-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAFCQ2233R1ZV,29,72085190,1431131.92,0.0,0.0,0.0,0.0,1431131.92,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA50AL6478,1781,23-10-2024 11:24,Active,N,N
29AABCV1234K1Z9,8594557856134,10-10-2024 17:19,INV,VPI/KA/24-25/0135,10-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,36AABCD4455L1ZH,36,72085190,1502206.63,270397.19,0.0,0.0,0.0,1772603.82,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA25CE5370,568,13-10-2024 17:19,Active,N,N
29AABCV1234K1Z9,9596606420817,16-10-2024 20:30,INV,VPI/KA/24-25/0136,16-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,84139110,249681.46,44942.66,0.0,0.0,0.0,294624.12,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA22DH8177,1524,24-10-2024 20:30,Active,N,N
29AABCV1234K1Z9,1447405577342,06-10-2024 12:44,INV,VPI/KA/24-25/0137,06-10-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,73181500,1580676.21,0.0,0.0,0.0,0.0,1580676.21,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA36AD4991,1133,12-10-2024 12:44,Active,N,N
29AABCV1234K1Z9,3392092499720,09-10-2024 13:21,INV,VPI/KA/24-25/0138,09-10-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,84819090,1253209.64,0.0,0.0,0.0,0.0,1253209.64,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA05KC1641,65,10-10-2024 13:21,Active,N,N
29AABCV1234K1Z9,7516946947581,09-10-2024 11:58,INV,VPI/KA/24-25/0139,09-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,06,40169390,1334994.86,160199.38,0.0,0.0,0.0,1495194.24,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA20JG5894,377,11-10-2024 11:58,Active,N,N
29AABCV1234K1Z9,1672698322773,14-10-2024 14:38,INV,VPI/KA/24-25/0140,14-10-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,06,84139110,865448.8,155780.78,0.0,0.0,0.0,1021229.58,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA51DH1591,813,19-10-2024 14:38,Active,N,N
27AABCV1234K1ZD,3799851393574,26-10-2024 17:46,INV,VPI/MH/24-25/0037,26-10-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,07AAACN8899J1ZP,07,84139110,132647.74,23876.59,0.0,0.0,0.0,156524.33,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA44DA4778,958,31-10-2024 17:46,Active,N,N
27AABCV1234K1ZD,5186959233303,10-10-2024 11:30,INV,VPI/MH/24-25/0038,10-10-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,36AABCD4455L1ZH,36,73181500,82432.76,14837.9,0.0,0.0,0.0,97270.66,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA43JE3887,1640,19-10-2024 11:30,Active,N,N
27AABCV1234K1ZD,8722455058876,16-10-2024 18:06,INV,VPI/MH/24-25/0039,16-10-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AAGFK9012M1ZX,29,72085190,750648.69,135116.76,0.0,0.0,0.0,885765.45,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA43FF9744,487,19-10-2024 18:06,Active,N,N
27AABCV1234K1ZD,6562316854027,26-10-2024 13:36,INV,VPI/MH/24-25/0040,26-10-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AAFCQ2233R1ZV,29,72085190,2185260.85,0.0,0.0,0.0,0.0,2185260.85,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA32JG5664,363,28-10-2024 13:36,Active,N,N
27AABCV1234K1ZD,8321348020035,14-10-2024 14:34,INV,VPI/MH/24-25/0041,14-10-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AACCS7712F1ZB,29,40169390,59499.16,7139.9,0.0,0.0,0.0,66639.06,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA05BB8792,673,18-10-2024 14:34,Active,N,N
27AABCV1234K1ZD,6818838174374,21-10-2024 09:43,INV,VPI/MH/24-25/0042,21-10-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,19AAACB6677K1Z6,19,73181500,101059.4,18190.69,0.0,0.0,0.0,119250.09,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA44DF7573,871,26-10-2024 09:43,Active,N,N
33AABCV1234K1ZK,3328884126985,21-10-2024 14:45,INV,VPI/TN/24-25/0004,21-10-2024,Outward,Supply,33AABCV1234K1ZK,33,Navi Mumbai,29AACCS7712F1ZB,29,84139110,316569.65,56982.54,0.0,0.0,0.0,373552.19,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA03DA2755,355,23-10-2024 14:45,Active,N,N
29AABCV1234K1Z9,6159177998734,10-11-2024 19:53,INV,VPI/KA/24-25/0141,10-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,84139110,572974.85,103135.47,0.0,0.0,0.0,676110.32,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA04LE4444,822,15-11-2024 19:53,Active,N,N
29AABCV1234K1Z9,6032746554016,08-11-2024 16:00,INV,VPI/KA/24-25/0142,08-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,19AAACB6677K1Z6,19,72085190,2084797.98,375263.64,0.0,0.0,0.0,2460061.62,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA31GF6866,476,11-11-2024 16:00,Active,N,N
29AABCV1234K1Z9,8142794113146,16-11-2024 18:34,INV,VPI/KA/24-25/0144,16-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,19AAACB6677K1Z6,19,73181500,126842.27,22831.61,0.0,0.0,0.0,149673.88,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA49GB8779,911,21-11-2024 18:34,Active,N,N
29AABCV1234K1Z9,9592674119529,02-11-2024 20:38,INV,VPI/KA/24-25/0147,02-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,84139110,128267.47,23088.14,0.0,0.0,0.0,151355.61,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA20CK5217,900,07-11-2024 20:38,Active,N,N
29AABCV1234K1Z9,3001621707862,19-11-2024 12:33,INV,VPI/KA/24-25/0150,19-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,84819090,43535.33,7836.36,0.0,0.0,0.0,51371.69,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA52AF5043,321,21-11-2024 12:33,Active,N,N
29AABCV1234K1Z9,3764905498145,13-11-2024 11:53,INV,VPI/KA/24-25/0151,13-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAGFK9012M1ZX,29,84139110,99994.43,0.0,8999.5,8999.5,0.0,117993.43,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA09FG1566,1435,21-11-2024 11:53,Active,N,N
29AABCV1234K1Z9,3654599952081,25-11-2024 16:15,INV,VPI/KA/24-25/0152,25-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,84819090,717347.68,0.0,64561.29,64561.29,0.0,846470.26,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA44AD3587,171,26-11-2024 16:15,Active,N,N
29AABCV1234K1Z9,1751142280774,27-11-2024 15:55,INV,VPI/KA/24-25/0153,27-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,84139110,197519.85,0.0,17776.79,17776.78,0.0,233073.42,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA51FG2403,1619,06-12-2024 15:55,Active,N,N
29AABCV1234K1Z9,8956586067742,03-11-2024 13:00,INV,VPI/KA/24-25/0156,03-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAFCQ2233R1ZV,29,84819090,89710.28,0.0,0.0,0.0,0.0,89710.28,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA52LE5357,1124,09-11-2024 13:00,Active,N,N
29AABCV1234K1Z9,5702210789584,04-11-2024 13:38,INV,VPI/KA/24-25/0157,04-11-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,73181500,2696303.25,0.0,0.0,0.0,0.0,2696303.25,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA50JC2511,1795,13-11-2024 13:38,Active,N,N
29AABCV1234K1Z9,5149558663000,15-11-2024 11:38,INV,VPI/KA/24-25/0158,15-11-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,84819090,1425036.83,0.0,0.0,0.0,0.0,1425036.83,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA43KK3840,1022,21-11-2024 11:38,Active,N,N
29AABCV1234K1Z9,3361482203385,09-11-2024 11:34,INV,VPI/KA/24-25/0159,09-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,32,84819090,2856865.08,514235.71,0.0,0.0,0.0,3371100.79,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA42BK5748,509,12-11-2024 11:34,Active,N,N
29AABCV1234K1Z9,1789814996409,08-11-2024 17:05,INV,VPI/KA/24-25/0160,08-11-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,36,40169390,2251137.53,270136.5,0.0,0.0,0.0,2521274.03,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA02KG3336,1661,17-11-2024 17:05,Active,N,N
27AABCV1234K1ZD,2124103231355,21-11-2024 19:57,INV,VPI/MH/24-25/0046,21-11-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AAGFK9012M1ZX,29,84819090,1217991.86,219238.53,0.0,0.0,0.0,1437230.39,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA21GA5259,1111,27-11-2024 19:57,Active,N,N
27AABCV1234K1ZD,4115175746819,06-11-2024 19:38,INV,VPI/MH/24-25/0047,06-11-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,27AAEFS1122H1ZJ,27,73181500,125268.69,0.0,11274.18,11274.18,0.0,147817.05,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA34KL8391,1492,14-11-2024 19:38,Active,N,N
27AABCV1234K1ZD,1579015844960,10-11-2024 19:26,INV,VPI/MH/24-25/0048,10-11-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AACCS7712F1ZB,29,40169390,75314.86,9037.78,0.0,0.0,0.0,84352.64,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA27DF2281,940,15-11-2024 19:26,Active,N,N
33AABCV1234K1ZK,5445731315264,26-11-2024 08:23,INV,VPI/TN/24-25/0007,26-11-2024,Outward,Supply,33AABCV1234K1ZK,33,Navi Mumbai,07AAACN8899J1ZP,07,84819090,74904.66,13482.84,0.0,0.0,0.0,88387.5,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA25BG3950,42,27-11-2024 08:23,Active,N,N
33AABCV1234K1ZK,1941857325274,19-11-2024 20:35,INV,VPI/TN/24-25/0008,19-11-2024,Outward,Supply,33AABCV1234K1ZK,33,Navi Mumbai,29ADHPG5566Q1ZQ,29,72085190,527222.09,94899.98,0.0,0.0,0.0,622122.07,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA32BH5056,1280,26-11-2024 20:35,Active,N,N
33AABCV1234K1ZK,4618596971767,16-11-2024 09:07,INV,VPI/TN/24-25/0009,16-11-2024,Outward,Supply,33AABCV1234K1ZK,33,Navi Mumbai,29AACCS7712F1ZB,29,84819090,198186.46,35673.56,0.0,0.0,0.0,233860.02,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA04BA4754,1744,25-11-2024 09:07,Active,N,N
29AABCV1234K1Z9,1685232031510,07-12-2024 19:44,INV,VPI/KA/24-25/0161,07-12-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,36AABCD4455L1ZH,36,84819090,582783.15,104900.97,0.0,0.0,0.0,687684.12,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA33GL1260,590,10-12-2024 19:44,Active,N,N
